asset_uid,asset_code,asset_name,asset_type,category,configuration_details,quantity,rate,warranty_end_date,warranty_end_year,purchase_date,po_invoice_bill_no,po_invoice_bill_path,tagname_hostname,serial_number,vendor_name,assigned_to,asset_location,status,remarks,source_sheet,source_row,duplicate_warning,live_sync_status,live_hostname,live_machine_id,live_last_seen
HW-3642506BE2,SUP2PC19,CUP With Keybord and Mouse and Headohone,CUP With Keybord and Mouse and Headohone,CUP With Keybord and Mouse and Headohone,i3 9gen - 8 Gb Ram - 256 GB SSD-Ubuntu 24.04.4 LTS 64 bit os,1,,,,,,,SUP2PC19,NA,PW,,Support,Working,,Support 2,26,duplicate merged from Support 2 row 60,not_checked,,,
HW-031C55812B,SUP2PC20,CUP With Keybord and Mouse and Headohone,CUP With Keybord and Mouse and Headohone,CUP With Keybord and Mouse and Headohone,i3 9gen - 8 Gb Ram - 256 GB SSD-Ubuntu 24.04.4 LTS 64 bit os,1,,,,,,,SUP2PC20,NA,PW,,Support,Working,,Support 2,27,duplicate merged from Support 2 row 61,not_checked,,,
HW-F2C616FD2A,SUP2PC21,CUP With Keybord and Mouse and Headohone,CUP With Keybord and Mouse and Headohone,CUP With Keybord and Mouse and Headohone,i3 9gen - 8 Gb Ram - 256 GB SSD-Ubuntu 24.04.4 LTS 64 bit os,1,,,,,,,SUP2PC21,NA,PW,,Support,Working,,Support 2,28,duplicate merged from Support 2 row 62,not_checked,,,
HW-2BD0E3E15C,SUP2PC22,CUP With Keybord and Mouse and Headohone,CUP With Keybord and Mouse and Headohone,CUP With Keybord and Mouse and Headohone,i3 9gen - 8 Gb Ram - 256 GB SSD-Ubuntu 24.04.4 LTS 64 bit os,1,,,,,,,SUP2PC22,NA,PW,,Support,Working,,Support 2,29,duplicate merged from Support 2 row 63,not_checked,,,
HW-8E75F502AA,SUP2PC23,CUP With Keybord and Mouse and Headohone,CUP With Keybord and Mouse and Headohone,CUP With Keybord and Mouse and Headohone,i3 9gen - 8 Gb Ram - 256 GB SSD-Ubuntu 24.04.4 LTS 64 bit os,1,,,,,,,SUP2PC23,NA,PW,,Support,Working,,Support 2,30,duplicate merged from Support 2 row 64,not_checked,,,
HW-C65C1A28E0,SUP2PC24,CUP With Keybord and Mouse and Headohone,CUP With Keybord and Mouse and Headohone,CUP With Keybord and Mouse and Headohone,i3 9gen - 8 Gb Ram - 256 GB SSD-Ubuntu 24.04.4 LTS 64 bit os,1,,,,,,,SUP2PC24,NA,PW,,Support,Working,,Support 2,31,duplicate merged from Support 2 row 65,not_checked,,,
HW-2E0BBDA872,SUP2PC25,CUP With Keybord and Mouse and Headohone,CUP With Keybord and Mouse and Headohone,CUP With Keybord and Mouse and Headohone,i3 9gen - 8 Gb Ram - 256 GB SSD-Ubuntu 24.04.4 LTS 64 bit os,1,,,,,,,SUP2PC25,NA,PW,,Support,Working,,Support 2,32,duplicate merged from Support 2 row 66,not_checked,,,
HW-86E59B1D9B,SUP2PC26,CUP With Keybord and Mouse and Headohone,CUP With Keybord and Mouse and Headohone,CUP With Keybord and Mouse and Headohone,i3 9gen - 8 Gb Ram - 256 GB SSD-Ubuntu 24.04.4 LTS 64 bit os,1,,,,,,,SUP2PC26,NA,PW,,Support,Working,,Support 2,33,duplicate merged from Support 2 row 67,not_checked,,,
HW-29768D8366,SUP2PC27,CUP With Keybord and Mouse and Headohone,CUP With Keybord and Mouse and Headohone,CUP With Keybord and Mouse and Headohone,i3 9gen - 8 Gb Ram - 256 GB SSD-Ubuntu 24.04.4 LTS 64 bit os,1,,,,,,,SUP2PC27,NA,PW,,Support,Working,,Support 2,34,duplicate merged from Support 2 row 68,not_checked,,,
HW-539B4F41DD,SUP2PC28,CUP With Keybord and Mouse and Headohone,CUP With Keybord and Mouse and Headohone,CUP With Keybord and Mouse and Headohone,i3 9gen - 8 Gb Ram - 256 GB SSD-Ubuntu 24.04.4 LTS 64 bit os,1,,,,,,,SUP2PC28,NA,PW,,Support,Working,,Support 2,35,duplicate merged from Support 2 row 69,not_checked,,,
HW-1FEFC22857,,Moniter,Moniter,Moniter,,1,,,,,,,,,,,Support 2,,,Support 2,39,,not_checked,,,
HW-78EE13C2BB,-,CUP With Keybord and Mouse and Headohone,CUP With Keybord and Mouse and Headohone,CUP With Keybord and Mouse and Headohone,i3 9gen - 8 Gb Ram - 256 GB SSD-Win 11 Pro LTS 64 bit os,1,,,,2026-06-06T00:00:00,,,-,00686,PW,,Support 3,Working,,Support 3,5,,not_checked,,,
HW-1369554B66,-,CUP With Keybord and Mouse and Headohone,CUP With Keybord and Mouse and Headohone,CUP With Keybord and Mouse and Headohone,i3 9gen - 8 Gb Ram - 256 GB SSD-Win 11 Pro LTS 64 bit os,1,,,,2026-06-06T00:00:00,,,-,00059,PW,,Support 3,Working,,Support 3,6,,not_checked,,,
HW-869D9E62FB,-,CUP With Keybord and Mouse and Headohone,CUP With Keybord and Mouse and Headohone,CUP With Keybord and Mouse and Headohone,i3 9gen - 8 Gb Ram - 256 GB SSD-Win 11 Pro LTS 64 bit os,1,,,,2026-06-06T00:00:00,,,-,02958,PW,,Support 3,Working,,Support 3,7,,not_checked,,,
HW-86680819A8,-,CUP With Keybord and Mouse and Headohone,CUP With Keybord and Mouse and Headohone,CUP With Keybord and Mouse and Headohone,i3 9gen - 8 Gb Ram - 256 GB SSD-Win 11 Pro LTS 64 bit os,1,,,,2026-06-06T00:00:00,,,-,02398,PW,,Support 3,Working,,Support 3,8,,not_checked,,,
HW-86E4BA27EC,-,CUP With Keybord and Mouse and Headohone,CUP With Keybord and Mouse and Headohone,CUP With Keybord and Mouse and Headohone,i3 9gen - 8 Gb Ram - 256 GB SSD-Win 11 Pro LTS 64 bit os,1,,,,2026-06-06T00:00:00,,,-,02927,PW,,Support 3,Working,,Support 3,9,,not_checked,,,
HW-AF96D95F9A,-,CUP With Keybord and Mouse and Headohone,CUP With Keybord and Mouse and Headohone,CUP With Keybord and Mouse and Headohone,i3 9gen - 8 Gb Ram - 256 GB SSD-Win 11 Pro LTS 64 bit os,1,,,,2026-06-06T00:00:00,,,-,03188,PW,,Support 3,Working,,Support 3,10,,not_checked,,,
HW-1053E46A90,,Moniter,Moniter,Moniter,,1,,,,,,,,,,,Support 3,,,Support 3,14,,not_checked,,,
HW-6791F56C88,-,Moniter,Moniter,Moniter,MSI 21'',1,,,,2026-06-06T00:00:00,,,-,PB9H186100544,PW,,Support,Working,,Support 3,17,,not_checked,,,
HW-6E66D8F017,-,Moniter,Moniter,Moniter,MSI 21'',1,,,,2026-06-06T00:00:00,,,-,PB9H185C02892,PW,,Support,Working,,Support 3,18,,not_checked,,,
HW-E9BB873E42,-,Moniter,Moniter,Moniter,MSI 21'',1,,,,2026-06-06T00:00:00,,,-,PB9H186100368,PW,,Support,Working,,Support 3,19,,not_checked,,,
HW-AEBE1DF9E4,-,Moniter,Moniter,Moniter,MSI 21'',1,,,,2026-06-06T00:00:00,,,-,PB9H285A02047,PW,,Support,Working,,Support 3,20,,not_checked,,,
HW-037B9C50E7,-,Moniter,Moniter,Moniter,MSI 21'',1,,,,2026-06-06T00:00:00,,,-,PB9H286410577,PW,,Support,Working,,Support 3,21,,not_checked,,,
HW-F848E7F35F,-,Moniter,Moniter,Moniter,MSI 21'',1,,,,2026-06-06T00:00:00,,,-,PB9H286410559,PW,,Support,Working,,Support 3,22,,not_checked,,,
HW-250FA08D0E,TEACHER1_PC,CUP With Keybord and Mouse,CUP With Keybord and Mouse,CUP With Keybord and Mouse,i3 9gen - 8 Gb Ram - 256 GB SSD-Win 11 Pro LTS 64 bit os,1,,,,,,,TEACHER1_PC,NA,PW,,Teacher Room,Working,,Teacher Room,5,duplicate merged from Teacher Room row 16,not_checked,,,
HW-E863935011,TEACHER2_PC,CUP With Keybord and Mouse,CUP With Keybord and Mouse,CUP With Keybord and Mouse,i3 9gen - 8 Gb Ram - 256 GB SSD-Win 11 Pro LTS 64 bit os,1,,,,,,,TEACHER2_PC,NA,PW,,Teacher Room,Working,,Teacher Room,6,duplicate merged from Teacher Room row 17,not_checked,,,
HW-EECFAB05FC,TEACHER3_PC,CUP With Keybord and Mouse,CUP With Keybord and Mouse,CUP With Keybord and Mouse,i3 9gen - 8 Gb Ram - 256 GB SSD-Win 11 Pro LTS 64 bit os,1,,,,,,,TEACHER3_PC,NA,PW,,Teacher Room,Working,,Teacher Room,7,duplicate merged from Teacher Room row 18,not_checked,,,
HW-B75540C7D2,TEACHER4_PC,CUP With Keybord and Mouse,CUP With Keybord and Mouse,CUP With Keybord and Mouse,i3 9gen - 8 Gb Ram - 256 GB SSD-Win 11 Pro LTS 64 bit os,1,,,,,,,TEACHER4_PC,NA,PW,,Teacher Room,Working,,Teacher Room,8,duplicate merged from Teacher Room row 19,not_checked,,,
HW-0670039C61,TEACHER5_PC,CUP With Keybord and Mouse,CUP With Keybord and Mouse,CUP With Keybord and Mouse,i3 9gen - 8 Gb Ram - 256 GB SSD-Win 11 Pro LTS 64 bit os,1,,,,,,,TEACHER5_PC,NA,PW,,Teacher Room,Working,,Teacher Room,9,duplicate merged from Teacher Room row 20,not_checked,,,
HW-D7EF5F4B5D,TEACHER6_PC,CUP With Keybord and Mouse,CUP With Keybord and Mouse,CUP With Keybord and Mouse,i3 9gen - 8 Gb Ram - 256 GB SSD-Win 11 Pro LTS 64 bit os,1,,,,,,,TEACHER6_PC,NA,PW,,Teacher Room,Working,,Teacher Room,10,duplicate merged from Teacher Room row 21,not_checked,,,
HW-4765F4B64B,,Moniter,Moniter,Moniter,,1,,,,,,,,,,,Teacher Room,,,Teacher Room,13,,not_checked,,,
HW-A8C2B6E90B,REP01_PC,CUP With Keybord and Mouse and Headohone,CUP With Keybord and Mouse and Headohone,CUP With Keybord and Mouse and Headohone,i5 12 Gen - 16 GB RAM - 1TB SSD - 2 GB Graphic NVDI -Windows 11 Creck windows LTS 64 bit OS,1,,,,,,,REP01_PC,T87V4KL,Priyanka mam,,Reception,Working,,Recption,5,,not_checked,,,
HW-06134EA085,Tannu,Monitor,Monitor,Monitor,Samsung 21'',1,,,,,,,Tannu,NA,Priyanka mam,,Reception,Working,,Recption,6,duplicate merged from Recption row 7,not_checked,,,
